No,Review
38,"Dear, seseorangDont you know? Our story is just like this book.. Remembering this is like opening the bandage of a chronic wound that almost healed. I try not to cry for this case, I try.. and failed.


Hey, but remembering this sometimes is okay, rite? A scar from a chronic wound is just like a sign that we were galvanized to be a stronger person.Hope youll have a great life, then. :*



Saya temukan catatan kecil tersebut di halaman belakang novel ini (identitas sang pemilik novel tidak saya sebutkan demi menjaga privasi, hehe :D ). Kurang lebih catatan tersebut berarti begini :

Dear, seseorang. Tidakkah kau tau? Kisah kita seperti cerita dalam buku ini.. Mengingatnya seperti sedang membuka balutan luka kronis yang hampir sembuh. Aku mencoba untuk tidak menangis.. dan gagal.

Hey, tapi mengingat hal ini sepertinya tidak apa-apa, benar kan? Sebuah bekas luka dari luka kronis itu seperti suatu tanda, bahwa kita pernah digembleng untuk menjadi orang yang lebih kuat. Semoga hidupmu nanti menyenangkan.

Entah kenapa, saat saya membaca catatan kecil itu, saya menjadi lebih tertarik membaca novel ini. Sepertinya jiwa KEPO saya muncul. Tergelitik untuk mencari tau kisah dibalik dituliskannya catatan kecil tersebut, saya mulai menyusuri lembar demi lembar novel ini, Daun yang Jatuh Tak Pernah Membenci Angin. Yang saya pikirkan saat itu, semoga saat saya membaca, saya tidak malah tambah galau, hehehe.

Novel ini bercerita tentang kisah romansa seorang cewek dan cowok yang usianya terpaut jauh, sekitar 14 tahun. Bukan, bukan si cewek yang lebih tua, tapi si cowoknya. Dan lagi, kisah romansa novel ini bukan romansa menye-menye yang sifatnya kriuksekali dibaca, mengalir, dan tiba-tiba habis saat kita belum sempat mengambil hikmah apa-apa di dalamnya. Kisah romansanya lumayan inspiratif, menurut saya.

Jadi, ada seorang anak sekolah dasar bernama Tania yang menyukai om-om. Tania ini anak yatim yang putus sekolah karena harus bekerja setelah ayahnya meninggal. Suatu saat dia ketemu DanarOom Danar lebih tepatnyasaat bekerja sebagai pengamen di bus kota. Oom Danar di sini ceritanya baik hati bak malaikat. Dan sejak pertemuan di bus kota itu, si Oom mulai membantu kehidupan Tania dan ibunya. Si Oom membantu membiayai sekolah Tania dan adiknya, Dede.Karena merasa sangat dibantu sejak awal, si Tania ini berjanji kepada dirinya sendiri untuk belajar sangat rajin untuk membanggakan si Oom dan ibunya. Akhirnya, ia mendapatkan beasiswa studi ke luar negeri. Sampai saya membaca novel ini di halaman tengah-tengah, si Tania tidak pernah mengungkapkan perasaannya, dan saya juga belum bisa menebak bagaimana perasaan si Oom ke Tania. Ini yang membuat saya gemes saat baca. Perjalanan cinta Tania sangat kompleks. Apalagi dengan kehadiran sosok tante, atau teman dekat si Oom. Juga beberapa perlakuan si Oom terhadap Tania yang sering bikin ge-er. Mirip PHP (pemberi harapan palsu) gitu kali, ya. Wah, sempurna sekali keribetan kisah cinta Tania ini.

Filosofi daun dalam novel ini juga baguus banget menurut saya--. Di halaman 63, dijelaskanlah filosofi daun:

Daun yang jatuh tak pernah membenci angin. Dia membiarkan dirinya jatuh begitu saja. Tak melawan. Mengikhlaskan semuanya.

Jadi intinya: IKHLAS. Ya, novel ini bisa dikatakan sarat akan ilmu keikhlasan. Bahwa dalam menjalani kehidupan, terlepas saat itu kita sedang dibebani ujian atau tidak, syaratnya hanya satu, ikhlas. Saat kita ikhlas menjalani semuanya, hidup akan terasa lebih mudah dan berarti. Meskipun, ikhlas itu suliit sekali. Apalagi dalam hal cinta. Saya pernah ngakaksambil pingin nangis--saat si penulis menggambarkan perasaan Tania di halaman 154. Begini:

Daun yang jatuh tak pernah membenci angin.Umurku sembilan belas tahun. Seharusnya tumbuh seperti gadis-gadis lainnya. Bukan terjebak dalam semua perasaan yang mengungkung. Bukan justru sebaliknya, menangisi perasaan yang sedikit pun tidak pernah kuminta.

Aku bukan daun! Dan aku tak pernah mau menjadi daun!

Heran kenapa saya ngakak dan pingin nangis sekaligus? Kalimat itu dilontarkan di sepertiga cerita akhir, di saat-saat genting. Dan.. yang paling bikin saya pingin ngakak dan nangis itu sebenarnya karena saya telah menemukan benang merah antara catatan kecil di halaman terakhir novel ini dengan kisah teman saya. Mirip! Hehehe. Saya sangat percaya bahwa kemiripan cerita sebuah novel, kadar ke-KEPO-an atau keinginan untuk membacanya itu berbanding lurus. Saya sangat percaya. :D (Tapi saya tidak berharap teman saya itu baca catatan ini, saya takut disambit).

Oia, ngomong-ngomong, cerita novel ini khas karya Tere Liye sekali. Beberapa novel lain yang pernah saya baca seperti Kau, Aku, dan Sepucuk Angpau Merah, Matahari Tenggelam di Wajahmu, Negeri Para Bedebah, dll., juga menyiratkan satu pesan penting: Rajin-rajinlah membaca kalau ingin sukses. Seburuk apa pun kasta sosial seseorang yang diceritakan dalam novel-novel karya Tere Liye, entah itu pengamen, pengemudi sepit, pedagang asongan, anak yatim piatu, atau apa pun itu, pasti akan menjadi orang karena mereka suka membaca. Jadi saya pikir, sepertinya ini memang idealisme si penulis yang disisipkan di setiap novel-novelnya, tak pandang genre. Entah itu genre romansa, aksi, keluarga, atau apa pun, ada idealisme si penulis tentang budaya membaca. Meskipun pada penggambaran cerita kadang-kadang terlalu over, karena dua pemeran utama novel ini menurut saya terlalu sempurna: cantik dan ganteng, kaya, memiliki IP (indeks prestasi) tinggi serta cerdas.

Overall, saya beri 8 dari 10 bintang untuk novel ini. Novel ini layak dibaca karena bukan novel romansa menye-menye dan kriuk. Dan lagi, novel ini layak direkomendasikan untuk orang-orang yang galau cinta. Anggap saja obat, biar cepat sembuh dan move on. Sudahlah, intinya, kalau jodoh itu tak akan ke mana kok. Dan kalau tak jodoh, ya ke mana-mana. Ikhlasin aja. Simpel, kan? :D

Tak ada yang sempurna dalam kehidupan ini. Dia memang amat sempurna. Tabiatnya, kebaikannya, semuanya. Tetapi dia tidak sempurna.Hanya cinta yang sempurna. halaman 256"
40,"Ini buku kedua Tere Liye yang saya baca setelah Hafalan Shalat Delisa. Jujur saya akui Tere Liye punya kemampuan penulisan cerita yang bagus. Hafalan Shalat Delisa pun sampai sekarang masih menjadi salah satu novel kesukaan saya. Sayang saya baru sempat membaca dua dari banyaknya novel yang telah ditulis Tere Liye.

Konflik dalam novel ini berpusat pada perasaan Tania kepada Danar yang usianya jauh lebih tua empat belas tahun dibanding dirinya. Konflik semakin besar dengan kehadiran Ratna yang kemudian diperistri oleh Danar, menyebabkan hubungan Tania dan Danar renggang seketika.

Hanya saja, saya sedikit bingung dengan alur cerita dalam novel ini yang maju mundur. Terlebih cerita ini hanya menyampaikan sudut pandang Tania, mengesampingkan sudut pandang Danar ataupun Dede yang juga menjadi tokoh utama. Sehingga sulit bagi saya membayangkan apa yang dirasakan Danar, atau perasaan Dede yang menyimpan potongan puzzle permasalahan mereka.

Tapi tetap saja, Tere Liye punya gaya penceritaan yang bagus, mampu menghanyutkan pembaca."
41,"bukunya lekker sangat. nikmat tiada tara. saya hampir saja mengambang ke udara. setiap jiwa berkarakter. setiap jalan cerita beralasan. mengalir seirama detakan jantung. singkat. padat. kejadian 8 tahun dirangkai dalam beberapa bab jam. dan tentunya judul yang betul-betul mewakili seluruh isi buku. 

pernah terpikir ketika membaca tulisan belakang buku, bahwa dia adalah ayah Tiri Tania, meski sudah terbaca dari pertengahan kalo dia mencintai Tania juga. namun buku ini sanggup merekatkan daya pikatnya hingga akhir. karena saya penasaran bagaimana kisah ini berakhir. atau dia gagal menikah, atau kemudian bercerai. 

tapi oh my God! 
masih ada rahasia yang belum terkuak, apa sebenarnya yang dibisikkan saat di bawah pohon Linen?
apa yang membuat Tania meninggalkan dia di sana?
apakah Tania sudah tau kondisi Ratna, saat dia dan dia berbicara di pohon linen?

okey.. bintang 4.5 lah.. eh 4,6 atau 4,8 ya? hahahhha.. "
43,"Daun yang Jatuh Tak Pernah Membenci Angin. Sebuah judul yang hebat. Judul buku ini pula yang membuat gua membaca novel ini. Belakangan gua baru tahu kalimat ini diambil dari sebuah film Jepang. 

Menurut gua, ide dan alur cerita tidaklah sehebat judulnya. Alurnya cenderung lambat dan I must say that the story is a little bit cliche. Tetapi novel ini masih untung agak terselamatkan oleh ending cerita.

Cinta tak harus memiliki dan pada akhirnya pilihan rasional-lah yang menang."
45,"Saya membaca mundur karya Tere Liye. Karya pertama yang saya baca justru dari Rindu, Sepucuk Angpao Merah, lalu yang lainnya saya lupa judulnya. Saya masih tetap mengidolakan tulisannya yang rapi dan mengalir. Bisa dibilang ini adalah karya beliau dengan penutup yang membuat pembacanya bertanya-tanya. Namun, saya suka. :)"
47,"Aku suka buku ini, kisahnya gak pasaran dan pastinya tere liye berhasil mengemasnya dalam bahasa yang unik dan mengalir begitu saja :) aku gak akan banyak berkomentar. silahkan baca saja buku yang satu ini :)"
48,"2,5
---
Suka sekali dengan pesan-pesan moral di dalamnya, yang tersampaikan lewat beberapa dialog."
49,
50,ini novel yang sangaaaatttt keren. .:D ceritanya membuat saya greget. .tereliye selalu mebuat novel-novel yang menginspirasi semua yang membacanya:)
52,"Daun yang Jatuh Tak Pernah Membenci Angin
(Review yang telat)

Author : Tere Liye

Penerbit : PT Gramedia Pustaka Utama

Tahun terbit : Juni, 2010 ( 2013 - cetakan kesembilanwaoW! )

Dulu Anne pernah bilang, orang yang memendam perasaan sering kali terjebak oleh hatinya sendiri. Sibuk merangkai semua kejadian di sekitarnya untuk membenarkan hatinya berharap. Sibuk menghubungkan banyak hal agar hatinya senang menimbun mimpi. Sehingga suatu ketika dia tidak tau lagi mana simpul yang nyata dan mana simpul yang dusta. Halaman 247.

Dari semua isi novel ini, saya paling setuju dengan sepenggal kalimat itu, dan memang itu inti dari keseluruhan ceritanya. Namun sayang, saya bahkan tidak setuju dengan judul novelnya, Daun Yang Jatuh Tidak Pernah Membenci Angin. Saya tidak pernah bisa setuju. Bagaimana mungkin seorang Tere Liye bisa tahu bahwa daun tidak pernah membenci angin. Apakah daun itu pernah curhat padanya? Apakah Tere Liye bisa mendengar daun itu berbicara? Apakah dia pernah bertanya pada sang daun? Bagaimana jika daunyang memang tidak pernah melawan anginitu sangat teramat benci pada angin, tapi dia tidak mampu berbuat apa-apa, bahkan untuk mempertahankan dirinya? Bagaimana jika ia hanya bisa membiarkan begitu saja angin menerbangkannya, meskipun harus terbang dengan perasaan kesal? Bagaiamana jika ia terbang dengan kebencian yang tak pernah mau didengar oleh angin?

Seberapa yakin Tere Liye dengan kalimatyang sekali lagi, berhasil membuat saya untuk membeli novelnyaitu? Apakah dia sudah mewawancarai daun-daun yang ada di seluruh muka bumi ini? Bagaimana mungkin dia bisa yakin dan dengan pede-nya menjadikan kalimat itu untuk judul novelnya? Sebagai pecinta bacaan anak, saya akan mencari logika yang tepat dan masuk akal untuk kalimat aneh itu, jika tidak, anak-anak akan bertanya ini-itu. Sayangnya, novel ini bukan bacaan anak. Oleh karena itu, saya tidak berhak protes. Lagi pula, apa arti celotehan saya, jika novel ini sudah sedemikian laris manisnya, lihatlah! Hmpfh Buat orang dewasaapalagi yang sedang jatuh cintasemua kalimat itu masuk akal saja. Dan mengibaratkan daun itu sebagai dirinya, angin sebagai orang yang dicintainya. Hedehh.. -_-'

Hei, tunggu dulu! Saya kan sedang mau bikin resensi, kenapa jadi ngelantur gini sih? Bukan itu sebenarnya yang ingin disampaikan Tere Liye dalam novel ini. Sebaiknya mari kita buatkan ringkasan ceritanya dulu. Ringkasan ini akan lebih banyak mengutip kalimat langsung Tere Liye. Saya tidak akan terlalu banyak menggunakan kalimat sendiri, saya takut malah menyimpang dari maksud penulisnya.

Namaku Tania, aku tahu aku cantik. Tubuhku proporsional. Rambutku hitam legam nan panjang. Menurut seseorang Mukamu bercahaya oleh sesuatu Tania Kecerdasan berpikir, kedewasan, dan penjelmaan positif atas semua pengalaman hidupmu dan tahukah kau, matamu misterius. Semua cowok suka wanita yang memiliki mata misterius.

Namun siapa yang menyangka, dulu aku tidak seperti itu. Pada saat-saat awal mengenal seseorang itu, dan dia mengajakku dan adikku ke sebuah toko buku. Sebelum berangkat, sore itu, ibu menggosok tubuh hitam dekilku. Menggunakan sampo banyak-banyak di rambutku yang mengeriting dan bau karena terkena sinar matahari seharian. Adikku Dede lebih lama lagi berkutat di sumur. Tubuhnya jauh lebih kotor. Tujuan kami ke toko buku itu adalah untuk membeli kebutuhan sekolah, ya, aku dan adikku akan bersekolah lagi, setelah kepergian ayah, kehidupan keluargaku berubah, dan aku terpaksa harus putus sekolah, lalu mencari uang di jalan dengan adikku, ngamen. Tepatnya, kami akan disekolahkan lagi oleh seseorang itu, malaikat kami.

Malam sebelum pulang dari toko buku, dia mengusap rambutku dan berkata pelan Belajarlah yang rajin, Tania! maka sejak saat itu aku berikrar akan selalu menuruti kata-kata dia. Aku bersumpah untuk melakukannya. Sumpah yang akan membuat seluruh catatan pendidikanku kelak terlihat bercahaya. Sempurna!

Esok harinya, setelah dari toko buku ini bersamanya, jadwalku berubah seratus delapan puluh derajat. Pagi-pagi aku berangkat ke sekolah bersama adikku. Masuk jam tujuh teng.

Awal pertemuan kami dengan malaikat itu di atas bus kota. Saat itu, aku dan Dede sedang mengamen. Selesai mengamen, saat mengedarkan kantong plastik, kakiku tiba-tiba terkena paku payung yang tergeletak di tengah-tengah bus. Aku mengaduh dan menahan tangis. Jongkok. Meletakkan kantong plastik yang baru berisi empat-lima recehan. Tanganku gemetar mencabutnya. Perih. Darah muncrat. Orang-orang di sekitar hanya satu-dua yang memperhatikan. Menatap sambil menyeringai datar tak peduli. Menatap sejenak lantas tidur kembali. Dede langsung berseru ngeri.

Saat itulah seseorang itu menegur. Aku ingat sekali saat menatap mukanya untuk pertama kali. Dia tersenyum hangat menentramkan. Mukanya amat menyenangkan. Muka yang memesona oleh cahaya kebaikan. Dia beranjak dari duduknya, mendekat. Jongkok di hadapanku. Mengeluarkan sapu tangan dari saku celana. Meraih kaki kecilku yang kotor dan hitam karena bekas jalanan. Hati-hati membersihkannya, kemudian membungkusnya perlahan-lahan dengan sapu tangan. Saat itulah, babak baru kehidupan kami dimulai.

Selama duduk di bangku SD, nilai-nilaiku selalu sempurna, bahkan aku meloncat kelas. Sebelum memasuki jenjang pendidikan lebih tinggi, masuk SMP, aku dan adikku harus menelan kenyataan pahit kembali, ibu sakit keras, kanker paru-paru stadium IV. Berbagai cara sudah diusahakan oleh malaikat kami. Tapi, Takdir berkehendak lain. Ibu meninggalkan kami. Kami sempurna menjadi yatim-piatu. Tapi, malaikat kami selalu ada. Kesedihan atas kematian ibu belum hilang saat aku menerima kabar bahwa aku dinyatakan lulus dan mendapatkan satu kursi untuk melanjutkan sekolah, SMP di Singapura, beasisiwa ASEAN scholarship. Keberangkatanku ke Singapura ternyata dalam waktu yang sangat lama, tiga tahun hingga lulus sebagai lulusan terbaik kedua di sekolah itu. Aku pulang saat liburan setelah lulus. Saat pulang itulah aku mulai menyadari suatu hal. Perasaanku terhadap malaikat kami. Ya, aku sudah mulai mengerti. Tidak seperti dulu, ketika aku hanya tahu merasa jengkel melihat kedekatannya kak Ratna, pacarnya, dan tidak tahu apa penyebabnya. Kini aku mengerti, aku sudah tumbuh menjadi gadis remaja yang cantik, pintar, dan disukai banyak cowok. Tapi, tak ada satu pun yang kupedulikan.

Aku tetap kembali ke Singapura untuk melanjutkan SMA dan aku masih mendapatkan beasiswa itu. Selama ini, aku selalu merasa bahagia dengan perasaanku, dan Anne adalah sahabatku satu-satunya yang selalu memberikan logika berpikir rasional dan mencoba menyadarkanku (salah satu contoh kalimatnya seperti di awal tulisan ini) dan itu selalu tidak kusuka. Kesenangan akan perasaan itu kupelihara hingga tiba hari kelulusanku. Setelah berjuang habis-habisan di ujian terakhir, akhirnya aku berhasil melampaui 0,1 digit nomor satu selalu. Tipis sekali. Aku mendapatkan predikat terbaik. Dan lebih dari itu, jantungku berdetak kencang bahagia. Kejutan! Benar-benar kejutan. Ternyata dia datang di hari kelulusanku. Kenapa dia tidak bilang-bilang? Katanya sedang sibuk. Tapi sekarang dia ada di sini. Sendirian? Datang khusus untukku?

Ya Tuhan! Tidak, lihatlah, di belakangnya ternyata ada Kak Ratna yang mengiringi. Ketika keluar dari auditorium, dia memelukku erat-erat. Kak Ratna juga. Dia menggelengkan kepala amat senang, tersenyum amat bangga. Dan Kak Ratna sempat mengatakan dia berkaca-kaca mendengar pidatoku. Bukankah dia selama ini tidak pernah menangis untuk siapa pun? Ada lagi kabar gembira, National University of Singapore memberikan satu kursi untukku di kelas terbaik mereka semester depan. Beasiswa hingga lulus.

Sayangnya, semua kabar bahagia itu tertutup begitu saja beberapa saat kemudian oleh sebuah kabar yang bagai petir di siang hari. Meruntuhkan semua harapan. Semuanya sudah berakhir. Kabar bahwa dia akan menikah dengan Kak Ratna.

Dan perasaan tidak terima-ku ternyata tidak pernah bisa kusembunyikan, tidak pernah bisa aku anggap biasa-biasa saja, tidak pernah aku bisa menganggap seolah tidak terjadi apa-apa. Aku memboikot pernikahan mereka dengan tidak datang di hari itu. Alasan sibuk. Padahal dia sendiri yang menelponku langsung tidak melalui chatting atau email seperti biasanya. Alasan sibuk itu, tidak masuk akal memang. Tapi, siapa yang peduli, bagaimana mungkin aku menghadiri pernikahan yang tidak pernah aku sukai, itu sama saja dengan menancapkan sembilu di hatiku sendiri.

Sejak saat itu, dia tidak pernah menghubungiku lagi, hanya menanyakan kabarku melalui Dede. Sering dengan itu, Dede akhirnya mengakui bahwa adikku itu sudah lama mengetahui perasaanku. Dia membaca dan melihat sendiri perasaanku tanpa siapa pun memberitaunya. Dede yang masih remaja saja sudah sebegitu jelasnya bisa membaca perasaanku, apalagi dia yang sudah matang dan dewasa? Tapi, kenapa? Kenapa dia tidak mau mengubungiku lagi? Meski demikian, aku juga tidak berinisiatif untuk menghubunginya terlebih dahulu. Adik seperti apa aku ini?

Lagi-lagi aku bertanya, apa alasannya tidak menghubungiku? Apakah dia marah? Apakah dia membenciku yang tidak tau diri dan tidak tahu berterima kasih? Aku tidak tahu pasti. Yang jelas aku akhirnya dapat menyimpulkan beberapa hal. Satu, dia tahu aku mencintainya, tetapi dia memang sama sekali tidak pernah mencintaiku. Dia selama ini menyayangiku, namun, itu sekadar sayang seorang kakak pada adiknya. Dia mengerti betul tak ada seorang pun di dunia yang bisa menghapus perasaan itu. Dia juga mengerti sikapku amat kekanak-kanakan, pencemburu, dan banyak mau. Oleh karena itu, dia tidak menghubungiku. Harus ada jarak yang jelas di antara kami. Dengan menghubungi secara langsung, itu berarti dia memberikan kesempatan padaku untuk terus memupuk perasaan itu. Anne benar, aku sudah memutuskan untuk memilah mana simpul yang nyata dan mana simpul yang hanya berasal dari ego mimpiku.

Setelah yakin dengan kesimpulan itu, aku justru berubah total. Sikapku berubah dingin, bahkan terlalu dingin terhadap teman-temanku di kampus. Wajah menyenangkanku sudah tidak ada lagi. Tapi, kenapa beberapa bulan kemudian justru Kak Ratna sering mengirimkan email yang membuat beban pikiranku kacau? Kenapa Kak Ratna kemudian sering curhat mengenai pernikahannya yang menyedihkan? Menyedihkan kenapa? Kenapa bahkan Dede seolah menyembunyikan sesuatu dari isi chatting kami? Kenapa akhirnya Kak Ratna memutuskan untuk kembali ke rumah orang tuanya? Kenapa? Aku tidak bisa hanya tinggal diam mendengar kabar keluarga kakakku seperti itu. Akhirnya, aku memutuskan untuk terbang ke Jakarta untuk mencari tahu teka-teki apa yang sebenarnya terjadi. Bahkan Dede enggan bercerita jujur padaku. Ada apa?

Hm kalian penasaran, kan?

Bahkan saya tidak mengunggap siapa nama malaikat itu. Sampai akhir ceritanya, nggak ada, hehe.. maaf, lupa, namanya Danar, kak Danar. Buat yang sudah baca novel ini, pastinya nggak penasaran lagi. Buat yang belum, meskipun enggak penasaran, saya merekomendasikan novel ini. Yah, sejak kapan sih saya nggak merekomendasikan novel bang Darwis Tere Liye. Novel-novelnya selalu menginspirasi. Meskipun di awal tadi saya sempat ngelantur ke mana-mana. Itu hanya Lead yang saya paksakan biar menarik, untuk memancing pembaca.

Oh iya, saya teringat pelajaran SMA, kalau buat resensi buku, novel, film, atau resensi apa pun itu harus ada penjelasan kelebihan dan kekurangannya. Kelebihan novel ini, banyak sekali tentunya. Tere Liye berhasil mengajak pembaca untuk memiliki logika berpikir yang lebih rasional dan berbeda. Mengambil kesimpulan tidak hanya dari satu sudut pandang, tapi lihatlah sudut pandang lainnya. Dengan demikian, segalanya akan terasa adil dan masuk akal. Dan kamu akan menerima segala sesuatunya dengan lapang tanpa membantah, seperti daun yang tidak pernah membenci angin yang menerbangkannya ke sana kemari. Kita harus menerima takdir dan garis kehidupan yang ditentukan Tuhan. Karena apapun yang terjadi, hidup harus terus berjalan.

Kekurangannya, sepertinya Tere Liye tidak memakai Editor atau penyunting dalam penerbitan novelnya, saya tidak melihat nama editor di halaman ISBNnya. Oleh karena itu, terdapat beberapa kalimat rancu dan kurang efektif di dalamnya. Apalagi tanda bacanya banyak sekali yang terlewatkan. Tapi, semua itu tidak mengurangi makna ceritanya. Dan terakhir, saya masih akan tetap tidak setuju kalimat daun yang jatuh tak pernah membenci angin, menurut saya, perumpaan itu terlalu dipaksakan. Saya masih belum bisa terima sebelum bang Darwis Tere Liye sendiri yang menyampaikan penjelasannya pada saya. Ini sih ngarep. Tapi, tak apa, kan? Kali aja bang Darwis membaca resensi ini. dan memberi komentar di bawahnya. Meskipun komentarnya gini: Terserahlah, mau kamu setuju kek, mau enggak kek! Yang penting novel saya tetep laris manis.

Ah, dari kesemuanya, semoga resensi ini bermanfaat. Sekian dan terima kasih.

-Nina Pradani-"
53,"khas roman banget,
sukses dibikin 'metal' (melankolis total) oleh buku ini :-("
54,Buku ini bagus!!! :D
55,"Daun Yang Jatuh Tak Pernah Membenci Angin

Aku sudah lama tak membaca karya Tere Liye. Kali terakhir mungkin sekitar setahun yang lalu. Sebab utama? Tanpa ragu lagi kerana fokus dan minatku beralih sepenuhnya kepada karya sastera dan puisi penulis-penulis tanah air, terutamanya yang terhasil dari tangan-tangan berseni Sasterawan Negara seperti A Samad Said, Shahnon Ahmad, Usman Awang, S Othman Kelantan, Kemala dan lain-lain.

Tetapi begitulah takdir. Pada fasa-fasa terakhir sebelum kita menamatkan tahun 2016, aku kini menguliti sekali lagi karya Tere Liye. Setelah memborong novel-novel Indonesia sewaktu lawatan ke Sumatera Barat tempoh hari.

Apa yang menarik berkenaan novel ini? Dua perkara. Satu kerana cover buku yang keren banget (Indonesia kok!) dan kedua kerana tajuknya yang terkandung pelbagai tafsiran rasa, Daun Yang Jatuh Tak Pernah Membenci Angin.

Daun adalah sebuah bentuk personafikasi. Daun yang gugur tak pernah menyalakan walau segaris rasa benci pada angin yang menggugurkannya dari dahan pokok. Memisahkannya dari dedaun yang lain.

Hidup harus menerima. Penerimaan yang indah
Hidup harus mengerti. Pengertian yang benar
Hidup harus memahami. Pemahaman yang tulus.

Tak peduli lewat apa penerimaan, pengertiaan, dan pemahaman itu datang. Tak masalah meski lewat kejadian yang sedih dan menyakitkan.

Kisahnya mudah. Dua orang adik beradik Tania dan Ded (11 tahun dan 6 tahun) yang terpaksa mengharungi hidup dengan serbab payah setelah kematian ayahnya. Mereka berdua mengamen (menyanyi untuk mencari wang) dari satu bas kota ke satu bas, untuk menampung perbelanjaan hidup. Pekerjaan ibunya tak cukup untuk menyediakan walau sesuap nasi buat mereka bertiga.

Kemudian kehadiran ""malaikat"" yang bernama Danar, jejaka berusia 20-an, mengubah kehidupan mereka bertiga menjadi lebih cerah. Danar membiayai perbelanjaan sekolah Tania dan Dede bahkan membantu untuk meleraikan kekusutan ekonomi keluarga mereka.

Danar adalah seorang malaikat penolong. Dengan wajah yang menyenangkan. Senyuman yang menghangatkan hati.

Dan Tania. Dalam usia sekecil 12 tahun sudha mula merasakan sesuatu yang tak beres di dalam hatinya. Perasaan yang membuatkannya kacau bilau setiap kali bersama Danar, walupun keresahan itu saling bertikaman dengan perasaan selalu ingin bersama. 

Kita memanggilnya sebagai cinta.

Danar adalah seorang lelaki dewasa. Dan garis-garis kematangan jelas terukir pada wajahnya. Dan Tania seorang kanak-kanak hingusan ingin menyambung tali percintaan dengan Danar. Pasti haru sekali.

Yang paling istimewa bagi aku kerana Tere Liye menggunakan lantai dua sebuah toko buku sebagai tempat yang mencipta kenangan indah buat Danar dan Tania. Danar sering mengusap rambut Tania, memujinya sebagai anak yang pintar. Sebuah perlakuan biasa buat abang-adik. Tetapi di atas lantai dua toko buku berhadapan cermin yang menampakkan segala keindahan di luar, Tania ternyata tak mahu menganggap Danar sebagai abang.

Kisah ini dibahagikan kepada 1 jam waktu termenung Tania (kini berusia 23 tahun) yang bermonolog menngenangkan peristiwa sepanjang 10 tahun kebalakangan.

1 jam diselang selikan dengan urutan peristiwa 10 tahun. Menarik cara susunan novelnya.

Membaca karya Tere Liye tak pernah mengecewakan. Dalam kehangatan cinta, ada diselitkan nilai-nilai agama dan ketuhanan.
Ini lebih baik daripada cinta-cinta ala Islamik yang sekadar ditampal-tampal.

Cubalah."
56,"Baca novel ini asli nyeseknya gak ketulungan. Ending yg bikin sakit hati dengan sejuta pertanyaan. 
Bang Tere pandai sekali mengembangkan emosi Tania dari seorang gadis cilik berkepang dua hingga menjadi seorang gadis cantik dan dewasa. Dialog-dialog Tania tentang perasaannya benar-benar membuat dada saya sesak, seolah mengerti sekali apa yang dirasakan Tania. Cinta terpendam, cinta diam-diam memang selalu menyakitkan bukan? Lalu tentang email yg dikirim Ratna ke Tania, dibandingkan sedih saya justru mendapatkan sekali banyak tanda tanya disini. Tentang perasaan Danar, tentang apa saja yg dilakukan Danar hingga selalu mengabaikan Ratna. Dan akhirnya semua terjawab walau tanpa penjelasan satu kata pun yg terlontar dari bibir Danar. Tapi dari semua cerita Dede dan luapan-luapan kata Tania semua terjawab. Danar jelas menganggap Tania istimewa, entah sejak kapan. Tapi liontin dan novel yg tak akan pernah selesai itu cukup menjelaskan apa yg terjadi sebenarnya. Yg saya hanya sesalkan adalah kenapa Danar memutuskan menikah dengan Ratna jika ia memiliki rasa terhadap Tania? Kenapa dia memutuskan untuk menjauh disaat ia sendiri pun tahu seperti apa perasaan Tania terhadapnya? Seperti yg dikatakan Tania, jika Dede saja dengan mudah bisa menebak perasaan di hatinya, mana mungkin dia yg lebih dewasa, lebih matang dan lebih pintar tidak tahu apa-apa. Terlebih lagi sebelum hari H Dede sempat memberi tahu tentang perasaan Tania pada Danar, yg hanya ditanggapi dengan diam. Memang apa salahnya sih jika Danar mencintai Tania? Menurut saya tidak ada yang salah, mereka bukan saudara kandung, hanya sepasang manusia yang dipertemukan takdir dengan sejuta kenangan yg membuat mereka terikat. Perbedaan usia 14 tahun? Jika itu yg dipikirkan oleh Danar, dengan mantap saya sebut Danar sebagai pengecut! Cinta itu buta, tidak memandang usia. Toh ada yg menikah dengan perbedaan usia 20 tahun tapi mereka tetap bahagia.

Danar juga tambah pengecut lagi jika dia hanya terus berdiam diri di bawah pohon linden tanpa menyelesaikan tanggung jawabnya terhadap Ratna. Sebagai lelaki sejati ia wajib memegang teguh komitmen yg telah diambilnya. Setidaknya bersikaplah gentleman, jangan lari dari masalah. Diam tidak akan menyelesaikan segalanya.

Ah!!!! Intinya saya sebel baca buku ini, endingnya masih gantung. Belum ada kejelasan tentang masa depan para tokoh. Tapi memang semua cerita tidak harus happy ending bukan? Ini jelas hak prerogratif penulis dalam menciptakan ending cerita. Sebagai pembaca ya cuma bisa gini, ngomel-ngomel gak jelas seperti yg saya lakukan sekarang ini. Haha.... 

Walaupun sad ending dan menggantung, saya akui novel ini bagus. Ceritanya mengalir begitu saja, tidak membuat pusing walau alurnya maju mundur. Justru lebih membuat saya semakin sesak walau tidak sampai meneteskan air mata. Pokoknya recomended buat yg lagi patah hati. Haha.…"
